Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1608990060000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990119999,0.00000000,0,0.00000000,0.00000000,0
1608990120000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990179999,0.00000000,0,0.00000000,0.00000000,0
1608990180000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990239999,0.00000000,0,0.00000000,0.00000000,0
1608990240000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990299999,0.00000000,0,0.00000000,0.00000000,0
1608990300000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990359999,0.00000000,0,0.00000000,0.00000000,0
1608990360000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990419999,0.00000000,0,0.00000000,0.00000000,0
1608990420000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990479999,0.00000000,0,0.00000000,0.00000000,0
1608990480000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990539999,0.00000000,0,0.00000000,0.00000000,0
1608990540000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990599999,0.00000000,0,0.00000000,0.00000000,0
1608990600000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990659999,0.00000000,0,0.00000000,0.00000000,0
1608990660000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990719999,0.00000000,0,0.00000000,0.00000000,0
1608990720000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990779999,0.00000000,0,0.00000000,0.00000000,0
1608990780000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990839999,0.00000000,0,0.00000000,0.00000000,0
1608990840000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990899999,0.00000000,0,0.00000000,0.00000000,0
1608990900000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608990959999,0.00000000,0,0.00000000,0.00000000,0
1608990960000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608991019999,0.00000000,0,0.00000000,0.00000000,0
1608991020000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608991079999,0.00000000,0,0.00000000,0.00000000,0
1608991080000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608991139999,0.00000000,0,0.00000000,0.00000000,0
1608991140000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608991199999,0.00000000,0,0.00000000,0.00000000,0
1608991200000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608991259999,0.00000000,0,0.00000000,0.00000000,0
1608991260000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608991319999,0.00000000,0,0.00000000,0.00000000,0
1608991320000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608991379999,0.00000000,0,0.00000000,0.00000000,0
1608991380000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608991439999,0.00000000,0,0.00000000,0.00000000,0
1608991440000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608991499999,0.00000000,0,0.00000000,0.00000000,0
1608991500000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608991559999,0.00000000,0,0.00000000,0.00000000,0
1608991560000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608991619999,0.00000000,0,0.00000000,0.00000000,0
1608991620000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608991679999,0.00000000,0,0.00000000,0.00000000,0
1608991680000,0.00001578,0.00001578,0.00001578,0.00001578,50.00000000,1608991739999,0.00078900,1,0.00000000,0.00000000,0
1608991740000,0.00001578,0.00001578,0.00001578,0.00001578,0.00000000,1608991799999,0.00000000,0,0.00000000,0.00000000,0
1608991800000,0.00001577,0.00001577,0.00001577,0.00001577,161.00000000,1608991859999,0.00253897,5,0.00000000,0.00000000,0
1608991860000,0.00001577,0.00001577,0.00001577,0.00001577,0.00000000,1608991919999,0.00000000,0,0.00000000,0.00000000,0
1608991920000,0.00001577,0.00001577,0.00001577,0.00001577,0.00000000,1608991979999,0.00000000,0,0.00000000,0.00000000,0
1608991980000,0.00001577,0.00001577,0.00001577,0.00001577,0.00000000,1608992039999,0.00000000,0,0.00000000,0.00000000,0
1608992040000,0.00001577,0.00001577,0.00001577,0.00001577,380.00000000,1608992099999,0.00599260,4,172.00000000,0.00271244,0
1608992100000,0.00001576,0.00001576,0.00001576,0.00001576,7.00000000,1608992159999,0.00011032,1,0.00000000,0.00000000,0
1608992160000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608992219999,0.00000000,0,0.00000000,0.00000000,0
1608992220000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608992279999,0.00000000,0,0.00000000,0.00000000,0
1608992280000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608992339999,0.00000000,0,0.00000000,0.00000000,0
1608992340000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608992399999,0.00000000,0,0.00000000,0.00000000,0
1608992400000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608992459999,0.00000000,0,0.00000000,0.00000000,0
1608992460000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608992519999,0.00000000,0,0.00000000,0.00000000,0
1608992520000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608992579999,0.00000000,0,0.00000000,0.00000000,0
1608992580000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608992639999,0.00000000,0,0.00000000,0.00000000,0
1608992640000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608992699999,0.00000000,0,0.00000000,0.00000000,0
1608992700000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608992759999,0.00000000,0,0.00000000,0.00000000,0
1608992760000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608992819999,0.00000000,0,0.00000000,0.00000000,0
1608992820000,0.00001573,0.00001573,0.00001573,0.00001573,85.00000000,1608992879999,0.00133705,2,0.00000000,0.00000000,0
1608992880000,0.00001576,0.00001576,0.00001576,0.00001576,48.00000000,1608992939999,0.00075648,2,48.00000000,0.00075648,0
1608992940000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608992999999,0.00000000,0,0.00000000,0.00000000,0
1608993000000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608993059999,0.00000000,0,0.00000000,0.00000000,0
1608993060000,0.00001576,0.00001576,0.00001576,0.00001576,0.00000000,1608993119999,0.00000000,0,0.00000000,0.00000000,0
1608993120000,0.00001573,0.00001573,0.00001573,0.00001573,48.00000000,1608993179999,0.00075504,1,0.00000000,0.00000000,0
1608993180000,0.00001573,0.00001573,0.00001573,0.00001573,0.00000000,1608993239999,0.00000000,0,0.00000000,0.00000000,0
1608993240000,0.00001573,0.00001573,0.00001573,0.00001573,0.00000000,1608993299999,0.00000000,0,0.00000000,0.00000000,0
1608993300000,0.00001573,0.00001573,0.00001573,0.00001573,0.00000000,1608993359999,0.00000000,0,0.00000000,0.00000000,0
1608993360000,0.00001573,0.00001573,0.00001573,0.00001573,0.00000000,1608993419999,0.00000000,0,0.00000000,0.00000000,0
1608993420000,0.00001573,0.00001573,0.00001573,0.00001573,0.00000000,1608993479999,0.00000000,0,0.00000000,0.00000000,0
1608993480000,0.00001573,0.00001573,0.00001573,0.00001573,0.00000000,1608993539999,0.00000000,0,0.00000000,0.00000000,0
1608993540000,0.00001580,0.00001580,0.00001580,0.00001580,6.00000000,1608993599999,0.00009480,1,6.00000000,0.00009480,0
1608993600000,0.00001578,0.00001600,0.00001578,0.00001600,6250.00000000,1608993659999,0.09979519,13,6250.00000000,0.09979519,0
1608993660000,0.00001600,0.00001600,0.00001600,0.00001600,0.00000000,1608993719999,0.00000000,0,0.00000000,0.00000000,0
1608993720000,0.00001600,0.00001600,0.00001600,0.00001600,0.00000000,1608993779999,0.00000000,0,0.00000000,0.00000000,0
1608993780000,0.00001600,0.00001600,0.00001600,0.00001600,0.00000000,1608993839999,0.00000000,0,0.00000000,0.00000000,0
1608993840000,0.00001600,0.00001600,0.00001600,0.00001600,0.00000000,1608993899999,0.00000000,0,0.00000000,0.00000000,0
1608993900000,0.00001600,0.00001600,0.00001600,0.00001600,0.00000000,1608993959999,0.00000000,0,0.00000000,0.00000000,0
1608993960000,0.00001600,0.00001600,0.00001600,0.00001600,0.00000000,1608994019999,0.00000000,0,0.00000000,0.00000000,0
1608994020000,0.00001600,0.00001600,0.00001600,0.00001600,0.00000000,1608994079999,0.00000000,0,0.00000000,0.00000000,0
1608994080000,0.00001600,0.00001600,0.00001600,0.00001600,0.00000000,1608994139999,0.00000000,0,0.00000000,0.00000000,0
1608994140000,0.00001593,0.00001593,0.00001577,0.00001577,254.00000000,1608994199999,0.00403374,2,176.00000000,0.00280368,0
1608994200000,0.00001577,0.00001577,0.00001577,0.00001577,0.00000000,1608994259999,0.00000000,0,0.00000000,0.00000000,0
1608994260000,0.00001577,0.00001577,0.00001577,0.00001577,42.00000000,1608994319999,0.00066234,1,0.00000000,0.00000000,0
1608994320000,0.00001575,0.00001575,0.00001575,0.00001575,175.00000000,1608994379999,0.00275625,1,0.00000000,0.00000000,0
1608994380000,0.00001575,0.00001575,0.00001575,0.00001575,0.00000000,1608994439999,0.00000000,0,0.00000000,0.00000000,0
1608994440000,0.00001575,0.00001575,0.00001575,0.00001575,33.00000000,1608994499999,0.00051975,1,0.00000000,0.00000000,0
1608994500000,0.00001575,0.00001575,0.00001575,0.00001575,0.00000000,1608994559999,0.00000000,0,0.00000000,0.00000000,0
1608994560000,0.00001575,0.00001575,0.00001575,0.00001575,0.00000000,1608994619999,0.00000000,0,0.00000000,0.00000000,0
1608994620000,0.00001574,0.00001574,0.00001570,0.00001570,1748.00000000,1608994679999,0.02749467,4,0.00000000,0.00000000,0
1608994680000,0.00001570,0.00001570,0.00001570,0.00001570,0.00000000,1608994739999,0.00000000,0,0.00000000,0.00000000,0
1608994740000,0.00001570,0.00001570,0.00001570,0.00001570,0.00000000,1608994799999,0.00000000,0,0.00000000,0.00000000,0
1608994800000,0.00001570,0.00001570,0.00001570,0.00001570,0.00000000,1608994859999,0.00000000,0,0.00000000,0.00000000,0
1608994860000,0.00001570,0.00001570,0.00001570,0.00001570,18.00000000,1608994919999,0.00028260,2,18.00000000,0.00028260,0
1608994920000,0.00001570,0.00001570,0.00001570,0.00001570,0.00000000,1608994979999,0.00000000,0,0.00000000,0.00000000,0
1608994980000,0.00001570,0.00001570,0.00001570,0.00001570,0.00000000,1608995039999,0.00000000,0,0.00000000,0.00000000,0
1608995040000,0.00001570,0.00001570,0.00001570,0.00001570,0.00000000,1608995099999,0.00000000,0,0.00000000,0.00000000,0
1608995100000,0.00001570,0.00001570,0.00001570,0.00001570,0.00000000,1608995159999,0.00000000,0,0.00000000,0.00000000,0
1608995160000,0.00001570,0.00001570,0.00001563,0.00001563,355.00000000,1608995219999,0.00555056,6,14.00000000,0.00021882,0
1608995220000,0.00001563,0.00001563,0.00001563,0.00001563,0.00000000,1608995279999,0.00000000,0,0.00000000,0.00000000,0
1608995280000,0.00001563,0.00001563,0.00001563,0.00001563,0.00000000,1608995339999,0.00000000,0,0.00000000,0.00000000,0
1608995340000,0.00001563,0.00001563,0.00001553,0.00001554,1023.00000000,1608995399999,0.01590462,14,367.00000000,0.00570381,0
1608995400000,0.00001553,0.00001553,0.00001553,0.00001553,197.00000000,1608995459999,0.00305941,2,0.00000000,0.00000000,0
1608995460000,0.00001553,0.00001553,0.00001553,0.00001553,0.00000000,1608995519999,0.00000000,0,0.00000000,0.00000000,0
1608995520000,0.00001553,0.00001553,0.00001553,0.00001553,0.00000000,1608995579999,0.00000000,0,0.00000000,0.00000000,0
1608995580000,0.00001553,0.00001553,0.00001553,0.00001553,0.00000000,1608995639999,0.00000000,0,0.00000000,0.00000000,0
1608995640000,0.00001553,0.00001553,0.00001553,0.00001553,0.00000000,1608995699999,0.00000000,0,0.00000000,0.00000000,0
1608995700000,0.00001567,0.00001567,0.00001567,0.00001567,1930.00000000,1608995759999,0.03024310,16,965.00000000,0.01512155,0
1608995760000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608995819999,0.00000000,0,0.00000000,0.00000000,0
1608995820000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608995879999,0.00000000,0,0.00000000,0.00000000,0
1608995880000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608995939999,0.00000000,0,0.00000000,0.00000000,0
1608995940000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608995999999,0.00000000,0,0.00000000,0.00000000,0
1608996000000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608996059999,0.00000000,0,0.00000000,0.00000000,0
1608996060000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608996119999,0.00000000,0,0.00000000,0.00000000,0
1608996120000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608996179999,0.00000000,0,0.00000000,0.00000000,0
1608996180000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608996239999,0.00000000,0,0.00000000,0.00000000,0
1608996240000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608996299999,0.00000000,0,0.00000000,0.00000000,0
1608996300000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608996359999,0.00000000,0,0.00000000,0.00000000,0
1608996360000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608996419999,0.00000000,0,0.00000000,0.00000000,0
1608996420000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608996479999,0.00000000,0,0.00000000,0.00000000,0
1608996480000,0.00001567,0.00001567,0.00001567,0.00001567,224.00000000,1608996539999,0.00351008,2,224.00000000,0.00351008,0
1608996540000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608996599999,0.00000000,0,0.00000000,0.00000000,0
1608996600000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608996659999,0.00000000,0,0.00000000,0.00000000,0
1608996660000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608996719999,0.00000000,0,0.00000000,0.00000000,0
1608996720000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608996779999,0.00000000,0,0.00000000,0.00000000,0
1608996780000,0.00001567,0.00001567,0.00001567,0.00001567,0.00000000,1608996839999,0.00000000,0,0.00000000,0.00000000,0
1608996840000,0.00001555,0.00001555,0.00001555,0.00001555,167.00000000,1608996899999,0.00259685,1,0.00000000,0.00000000,0
1608996900000,0.00001555,0.00001555,0.00001555,0.00001555,24.00000000,1608996959999,0.00037320,1,0.00000000,0.00000000,0
1608996960000,0.00001555,0.00001555,0.00001555,0.00001555,0.00000000,1608997019999,0.00000000,0,0.00000000,0.00000000,0
1608997020000,0.00001555,0.00001555,0.00001555,0.00001555,0.00000000,1608997079999,0.00000000,0,0.00000000,0.00000000,0
1608997080000,0.00001555,0.00001555,0.00001555,0.00001555,0.00000000,1608997139999,0.00000000,0,0.00000000,0.00000000,0
1608997140000,0.00001555,0.00001555,0.00001555,0.00001555,7.00000000,1608997199999,0.00010885,1,0.00000000,0.00000000,0
1608997200000,0.00001553,0.00001553,0.00001552,0.00001552,8.00000000,1608997259999,0.00012423,2,0.00000000,0.00000000,0
1608997260000,0.00001552,0.00001552,0.00001552,0.00001552,0.00000000,1608997319999,0.00000000,0,0.00000000,0.00000000,0
1608997320000,0.00001552,0.00001552,0.00001552,0.00001552,0.00000000,1608997379999,0.00000000,0,0.00000000,0.00000000,0
1608997380000,0.00001552,0.00001552,0.00001552,0.00001552,0.00000000,1608997439999,0.00000000,0,0.00000000,0.00000000,0
1608997440000,0.00001552,0.00001552,0.00001552,0.00001552,0.00000000,1608997499999,0.00000000,0,0.00000000,0.00000000,0
1608997500000,0.00001552,0.00001552,0.00001552,0.00001552,0.00000000,1608997559999,0.00000000,0,0.00000000,0.00000000,0
1608997560000,0.00001552,0.00001552,0.00001552,0.00001552,0.00000000,1608997619999,0.00000000,0,0.00000000,0.00000000,0
1608997620000,0.00001552,0.00001552,0.00001552,0.00001552,0.00000000,1608997679999,0.00000000,0,0.00000000,0.00000000,0
1608997680000,0.00001552,0.00001552,0.00001552,0.00001552,0.00000000,1608997739999,0.00000000,0,0.00000000,0.00000000,0
1608997740000,0.00001553,0.00001553,0.00001552,0.00001552,666.00000000,1608997799999,0.01033824,2,0.00000000,0.00000000,0
1608997800000,0.00001553,0.00001553,0.00001553,0.00001553,32.00000000,1608997859999,0.00049696,1,32.00000000,0.00049696,0
1608997860000,0.00001553,0.00001553,0.00001553,0.00001553,0.00000000,1608997919999,0.00000000,0,0.00000000,0.00000000,0
1608997920000,0.00001552,0.00001552,0.00001552,0.00001552,146.00000000,1608997979999,0.00226592,1,0.00000000,0.00000000,0
1608997980000,0.00001560,0.00001560,0.00001560,0.00001560,18.00000000,1608998039999,0.00028080,1,18.00000000,0.00028080,0
1608998040000,0.00001560,0.00001560,0.00001560,0.00001560,0.00000000,1608998099999,0.00000000,0,0.00000000,0.00000000,0
1608998100000,0.00001556,0.00001556,0.00001556,0.00001556,103.00000000,1608998159999,0.00160268,1,0.00000000,0.00000000,0
1608998160000,0.00001552,0.00001552,0.00001552,0.00001552,78.00000000,1608998219999,0.00121056,1,0.00000000,0.00000000,0
1608998220000,0.00001563,0.00001564,0.00001563,0.00001564,251.00000000,1608998279999,0.00392342,3,251.00000000,0.00392342,0
1608998280000,0.00001564,0.00001564,0.00001564,0.00001564,0.00000000,1608998339999,0.00000000,0,0.00000000,0.00000000,0
1608998340000,0.00001564,0.00001564,0.00001564,0.00001564,0.00000000,1608998399999,0.00000000,0,0.00000000,0.00000000,0
1608998400000,0.00001552,0.00001552,0.00001552,0.00001552,129.00000000,1608998459999,0.00200208,2,0.00000000,0.00000000,0
1608998460000,0.00001552,0.00001552,0.00001552,0.00001552,155.00000000,1608998519999,0.00240560,1,0.00000000,0.00000000,0
1608998520000,0.00001552,0.00001552,0.00001552,0.00001552,0.00000000,1608998579999,0.00000000,0,0.00000000,0.00000000,0
1608998580000,0.00001552,0.00001552,0.00001552,0.00001552,160.00000000,1608998639999,0.00248320,4,60.00000000,0.00093120,0
1608998640000,0.00001552,0.00001552,0.00001552,0.00001552,0.00000000,1608998699999,0.00000000,0,0.00000000,0.00000000,0
1608998700000,0.00001551,0.00001552,0.00001551,0.00001552,126.00000000,1608998759999,0.00195444,4,18.00000000,0.00027936,0
1608998760000,0.00001552,0.00001552,0.00001552,0.00001552,9.00000000,1608998819999,0.00013968,1,9.00000000,0.00013968,0
1608998820000,0.00001552,0.00001552,0.00001552,0.00001552,0.00000000,1608998879999,0.00000000,0,0.00000000,0.00000000,0
1608998880000,0.00001552,0.00001552,0.00001552,0.00001552,85.00000000,1608998939999,0.00131920,2,85.00000000,0.00131920,0
1608998940000,0.00001552,0.00001552,0.00001552,0.00001552,0.00000000,1608998999999,0.00000000,0,0.00000000,0.00000000,0
1608999000000,0.00001552,0.00001552,0.00001552,0.00001552,0.00000000,1608999059999,0.00000000,0,0.00000000,0.00000000,0
1608999060000,0.00001551,0.00001551,0.00001529,0.00001529,5334.00000000,1608999119999,0.08159391,21,0.00000000,0.00000000,0
1608999120000,0.00001529,0.00001529,0.00001529,0.00001529,0.00000000,1608999179999,0.00000000,0,0.00000000,0.00000000,0
1608999180000,0.00001529,0.00001529,0.00001529,0.00001529,0.00000000,1608999239999,0.00000000,0,0.00000000,0.00000000,0
1608999240000,0.00001529,0.00001529,0.00001529,0.00001529,0.00000000,1608999299999,0.00000000,0,0.00000000,0.00000000,0
1608999300000,0.00001529,0.00001529,0.00001529,0.00001529,0.00000000,1608999359999,0.00000000,0,0.00000000,0.00000000,0
1608999360000,0.00001548,0.00001548,0.00001537,0.00001548,547.00000000,1608999419999,0.00845051,5,392.00000000,0.00606816,0
1608999420000,0.00001548,0.00001548,0.00001548,0.00001548,0.00000000,1608999479999,0.00000000,0,0.00000000,0.00000000,0
1608999480000,0.00001548,0.00001548,0.00001548,0.00001548,0.00000000,1608999539999,0.00000000,0,0.00000000,0.00000000,0
1608999540000,0.00001549,0.00001549,0.00001533,0.00001533,167.00000000,1608999599999,0.00257931,3,120.00000000,0.00185880,0
1608999600000,0.00001533,0.00001533,0.00001533,0.00001533,0.00000000,1608999659999,0.00000000,0,0.00000000,0.00000000,0
1608999660000,0.00001549,0.00001549,0.00001549,0.00001549,70.00000000,1608999719999,0.00108430,1,70.00000000,0.00108430,0
1608999720000,0.00001552,0.00001552,0.00001552,0.00001552,7.00000000,1608999779999,0.00010864,1,7.00000000,0.00010864,0
1608999780000,0.00001552,0.00001556,0.00001552,0.00001556,39.00000000,1608999839999,0.00060616,4,39.00000000,0.00060616,0
1608999840000,0.00001547,0.00001547,0.00001547,0.00001547,193.00000000,1608999899999,0.00298571,1,0.00000000,0.00000000,0
1608999900000,0.00001547,0.00001583,0.00001547,0.00001583,603.00000000,1608999959999,0.00942495,14,408.00000000,0.00640830,0
1608999960000,0.00001583,0.00001583,0.00001583,0.00001583,0.00000000,1609000019999,0.00000000,0,0.00000000,0.00000000,0
1609000020000,0.00001583,0.00001583,0.00001583,0.00001583,0.00000000,1609000079999,0.00000000,0,0.00000000,0.00000000,0
1609000080000,0.00001583,0.00001583,0.00001583,0.00001583,0.00000000,1609000139999,0.00000000,0,0.00000000,0.00000000,0
1609000140000,0.00001562,0.00001562,0.00001562,0.00001562,366.00000000,1609000199999,0.00571692,4,0.00000000,0.00000000,0
1609000200000,0.00001564,0.00001565,0.00001564,0.00001565,201.00000000,1609000259999,0.00314487,2,0.00000000,0.00000000,0
1609000260000,0.00001564,0.00001564,0.00001564,0.00001564,64.00000000,1609000319999,0.00100096,1,64.00000000,0.00100096,0
1609000320000,0.00001564,0.00001564,0.00001564,0.00001564,0.00000000,1609000379999,0.00000000,0,0.00000000,0.00000000,0
1609000380000,0.00001564,0.00001564,0.00001564,0.00001564,0.00000000,1609000439999,0.00000000,0,0.00000000,0.00000000,0
1609000440000,0.00001579,0.00001579,0.00001562,0.00001562,461.00000000,1609000499999,0.00724587,3,265.00000000,0.00418435,0
1609000500000,0.00001562,0.00001562,0.00001562,0.00001562,192.00000000,1609000559999,0.00299904,1,0.00000000,0.00000000,0
